158 	 514 	 41.3594 	 -211.718 	 1037.78 	 209 	 208 	 205 	 0
161 	 519 	 43.2405 	 -183.902 	 920.695 	 210 	 206 	 193 	 0
163 	 526 	 52.4922 	 -181.578 	 922.193 	 99 	 150 	 41 	 0
164 	 510 	 31.455 	 -179.974 	 920.695 	 209 	 208 	 205 	 0
165 	 532 	 60.7572 	 -180.126 	 928.23 	 78 	 132 	 10 	 0
166 	 516 	 39.7313 	 -179.246 	 930.514 	 90 	 151 	 0 	 0
168 	 527 	 53.9354 	 -175.448 	 924.447 	 81 	 139 	 2 	 0
169 	 517 	 41.0211 	 -175.132 	 929.751 	 88 	 148 	 2 	 0
171 	 536 	 66.2006 	 -172.629 	 930.514 	 187 	 195 	 183 	 0
172 	 526 	 52.8359 	 -170.885 	 928.23 	 74 	 142 	 32 	 0
173 	 515 	 38.4393 	 -170.122 	 931.278 	 101 	 156 	 51 	 0
174 	 512 	 34.4374 	 -168.659 	 930.514 	 200 	 206 	 200 	 0
175 	 514 	 37.0236 	 -167.061 	 928.99 	 117 	 167 	 74 	 0
176 	 519 	 43.5231 	 -165.334 	 926.713 	 122 	 154 	 111 	 0
177 	 529 	 56.843 	 -164.418 	 928.99 	 116 	 146 	 113 	 0
179 	 512 	 34.2408 	 -161.116 	 925.201 	 205 	 207 	 203 	 0
180 	 518 	 42.1019 	 -159.67 	 924.447 	 180 	 190 	 182 	 0
181 	 522 	 47.3227 	 -158.226 	 923.694 	 204 	 210 	 203 	 0
182 	 520 	 44.6225 	 -156.657 	 922.193 	 248 	 246 	 244 	 0
183 	 517 	 40.7207 	 -155.472 	 922.943 	 194 	 198 	 193 	 0
184 	 512 	 34.1294 	 -154.034 	 922.193 	 206 	 204 	 205 	 0
186 	 529 	 56.843 	 -152.527 	 928.99 	 192 	 196 	 190 	 0
187 	 511 	 32.8712 	 -150.344 	 923.694 	 207 	 207 	 206 	 0
188 	 532 	 60.8568 	 -150.007 	 929.751 	 188 	 193 	 189 	 0
189 	 516 	 39.6013 	 -148.32 	 927.471 	 188 	 192 	 189 	 0
190 	 539 	 70.1134 	 -147.362 	 929.751 	 203 	 203 	 197 	 0
191 	 524 	 49.9095 	 -144.97 	 922.943 	 196 	 201 	 197 	 0
192 	 509 	 30.2437 	 -143.775 	 923.694 	 206 	 203 	 201 	 0
193 	 533 	 62.0774 	 -143.16 	 928.23 	 199 	 202 	 198 	 0
194 	 518 	 42.1019 	 -141.262 	 924.447 	 200 	 203 	 199 	 0
196 	 527 	 54.1118 	 -139.086 	 927.471 	 200 	 203 	 199 	 0
197 	 510 	 31.4806 	 -136.872 	 921.443 	 203 	 204 	 201 	 0
198 	 533 	 61.6235 	 -135.561 	 921.443 	 198 	 199 	 197 	 0
199 	 520 	 44.5862 	 -134.25 	 921.443 	 215 	 220 	 218 	 0
200 	 509 	 30.1455 	 -132.832 	 920.695 	 201 	 205 	 201 	 0
201 	 542 	 82.462 	 -147.843 	 1034.94 	 198 	 199 	 194 	 0
202 	 530 	 57.7857 	 -130.531 	 922.943 	 203 	 204 	 200 	 0
203 	 520 	 44.55 	 -128.903 	 920.695 	 226 	 229 	 226 	 0
204 	 511 	 32.7114 	 -127.387 	 919.203 	 199 	 202 	 196 	 0
206 	 532 	 60.313 	 -125.076 	 921.443 	 198 	 201 	 199 	 0
207 	 523 	 48.4785 	 -123.665 	 920.695 	 255 	 255 	 253 	 0
208 	 518 	 41.931 	 -122.356 	 920.695 	 210 	 211 	 206 	 0
209 	 512 	 34.0464 	 -120.948 	 919.949 	 226 	 227 	 227 	 0
210 	 508 	 28.7195 	 -119.253 	 916.974 	 195 	 199 	 193 	 0
211 	 505 	 24.7668 	 -117.758 	 915.494 	 203 	 204 	 199 	 0
212 	 500 	 18.3899 	 -117.308 	 922.193 	 201 	 201 	 198 	 0
212 	 539 	 69.4305 	 -117.118 	 920.695 	 191 	 195 	 191 	 0
213 	 533 	 61.6736 	 -115.997 	 922.193 	 193 	 196 	 193 	 0
214 	 526 	 52.407 	 -114.499 	 920.695 	 203 	 208 	 204 	 0
215 	 520 	 44.5139 	 -113.098 	 919.949 	 214 	 214 	 209 	 0
216 	 514 	 36.6335 	 -111.699 	 919.203 	 253 	 253 	 251 	 0
217 	 508 	 28.5579 	 -109.504 	 911.814 	 203 	 206 	 200 	 0
218 	 502 	 20.9281 	 -108.996 	 918.459 	 202 	 204 	 201 	 0
218 	 541 	 72.0495 	 -109.261 	 920.695 	 196 	 199 	 200 	 0
219 	 496 	 13.1648 	 -108.303 	 923.694 	 208 	 208 	 207 	 0
219 	 535 	 64.1404 	 -107.864 	 919.949 	 190 	 192 	 187 	 0
220 	 529 	 56.3813 	 -106.729 	 921.443 	 200 	 202 	 200 	 0
221 	 522 	 46.7892 	 -104.484 	 913.282 	 223 	 222 	 223 	 0
222 	 514 	 36.3683 	 -103.102 	 912.548 	 253 	 251 	 252 	 0
223 	 504 	 23.3329 	 -101.559 	 910.351 	 198 	 201 	 197 	 0
223 	 543 	 74.5475 	 -102.547 	 919.203 	 189 	 193 	 191 	 0
224 	 494 	 10.5287 	 -101.651 	 922.943 	 206 	 206 	 202 	 0
224 	 533 	 61.5735 	 -101.404 	 920.695 	 195 	 196 	 194 	 0
225 	 522 	 46.714 	 -99.1289 	 911.814 	 213 	 212 	 212 	 0
226 	 511 	 32.3964 	 -97.675 	 910.351 	 213 	 213 	 210 	 0
226 	 550 	 83.835 	 -98.785 	 920.695 	 196 	 197 	 195 	 0
227 	 501 	 19.59 	 -97.0815 	 916.974 	 199 	 204 	 200 	 0
227 	 540 	 70.5682 	 -97.2387 	 918.459 	 187 	 189 	 183 	 0
228 	 530 	 57.5983 	 -96.088 	 919.949 	 197 	 199 	 197 	 0
229 	 520 	 44.0141 	 -93.7154 	 909.62 	 233 	 233 	 231 	 0
230 	 511 	 32.3704 	 -92.4217 	 909.62 	 215 	 214 	 211 	 0
230 	 550 	 83.835 	 -93.547 	 920.695 	 195 	 198 	 194 	 0
231 	 502 	 20.8101 	 -91.4948 	 913.282 	 197 	 202 	 195 	 0
231 	 541 	 71.9911 	 -92.1626 	 919.949 	 188 	 194 	 187 	 0
232 	 533 	 62.8489 	 -92.8113 	 939.765 	 195 	 200 	 197 	 0
233 	 523 	 48.0109 	 -88.754 	 911.814 	 206 	 206 	 203 	 0
234 	 517 	 40.1007 	 -87.1768 	 908.892 	 213 	 215 	 206 	 0
235 	 511 	 32.3445 	 -85.8841 	 908.892 	 228 	 225 	 226 	 0
236 	 504 	 23.3516 	 -84.7952 	 911.082 	 199 	 200 	 195 	 0
236 	 543 	 75.3412 	 -86.4619 	 928.99 	 195 	 195 	 190 	 0
237 	 494 	 10.5287 	 -84.5864 	 922.943 	 207 	 208 	 205 	 0
237 	 533 	 63.2155 	 -86.6306 	 945.247 	 218 	 219 	 216 	 0
238 	 524 	 49.6269 	 -82.8021 	 917.716 	 200 	 201 	 197 	 0
239 	 515 	 37.5153 	 -80.7132 	 908.892 	 212 	 216 	 215 	 0
240 	 507 	 27.1954 	 -79.4842 	 909.62 	 205 	 207 	 204 	 0
240 	 546 	 79.8281 	 -81.7121 	 935.117 	 196 	 198 	 194 	 0
241 	 497 	 14.4785 	 -79.4002 	 923.694 	 203 	 204 	 201 	 0
241 	 536 	 67.3048 	 -81.3207 	 946.036 	 219 	 219 	 215 	 0
242 	 525 	 51.6001 	 -78.5985 	 929.751 	 200 	 201 	 199 	 0
243 	 515 	 37.5153 	 -75.5424 	 908.892 	 208 	 207 	 203 	 0
244 	 505 	 24.6673 	 -74.4884 	 911.814 	 199 	 200 	 199 	 0
244 	 547 	 81.1581 	 -76.3921 	 935.117 	 194 	 197 	 193 	 0
245 	 497 	 14.5377 	 -74.4483 	 927.471 	 201 	 205 	 200 	 0
